Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSCAFG00845025735,ENSCAFG00845025735,ENSG00000205810,KLRC3
ENSCAFG00845025735,ENSCAFG00845025735,ENSG00000134545,KLRC1
ENSCAFG00845025737,KDM6B,ENSG00000132510,KDM6B
ENSCAFG00845025738,ABRAXAS2,ENSG00000165660,ABRAXAS2
ENSCAFG00845025740,FGD5,ENSG00000154783,FGD5
ENSCAFG00845025743,CHRND,ENSG00000135902,CHRND
ENSCAFG00845025745,BCAP29,ENSG00000075790,BCAP29
ENSCAFG00845025746,SPRING1,ENSG00000111412,SPRING1
ENSCAFG00845025749,STAC,ENSG00000144681,STAC
ENSCAFG00845025750,SEMA3C,ENSG00000075223,SEMA3C
ENSCAFG00845025751,TMCO5A,ENSG00000166069,TMCO5A
ENSCAFG00845025754,ENSCAFG00845025754,ENSG00000146950,SHROOM2
ENSCAFG00845025755,CYTIP,ENSG00000115165,CYTIP
ENSCAFG00845025758,UBE2L3,ENSG00000185651,UBE2L3
ENSCAFG00845025759,MARCOL,ENSG00000248109,MARCOL
ENSCAFG00845025761,DSTYK,ENSG00000133059,DSTYK
ENSCAFG00845025762,RFWD3,ENSG00000168411,RFWD3
ENSCAFG00845025763,RGS21,ENSG00000253148,RGS21
ENSCAFG00845025764,CATSPER2,ENSG00000166762,CATSPER2
ENSCAFG00845025765,ENSCAFG00845025765,ENSG00000004142,POLDIP2
ENSCAFG00845025768,ADAM8,ENSG00000151651,ADAM8
ENSCAFG00845025770,PPEF1,ENSG00000086717,PPEF1
ENSCAFG00845025772,CFAP54,ENSG00000188596,CFAP54
ENSCAFG00845025774,H1-6,ENSG00000187475,H1-6
ENSCAFG00845025775,ENSCAFG00845025775,ENSG00000134590,RTL8C
ENSCAFG00845025776,ABCG5,ENSG00000138075,ABCG5
ENSCAFG00845025777,U5,ENSG00000202444,RNU5E-6P
ENSCAFG00845025778,KCNE2,ENSG00000159197,KCNE2
ENSCAFG00845025779,KLHL4,ENSG00000102271,KLHL4
ENSCAFG00845025783,ZBTB48,ENSG00000204859,ZBTB48
ENSCAFG00845025784,U6,ENSG00000252205,RNU6-764P
ENSCAFG00845025785,GLIPR1L2,ENSG00000180481,GLIPR1L2
ENSCAFG00845025786,TNFSF10,ENSG00000121858,TNFSF10
ENSCAFG00845025787,ENSCAFG00845025787,ENSG00000197658,SLC22A24
ENSCAFG00845025787,ENSCAFG00845025787,ENSG00000196600,SLC22A25
ENSCAFG00845025788,ENSCAFG00845025788,ENSG00000285480,H2BE1
ENSCAFG00845025789,SP5,ENSG00000204335,SP5
ENSCAFG00845025790,STAG2,ENSG00000101972,STAG2
ENSCAFG00845025792,ENSCAFG00845025792,ENSG00000182393,IFNL1
ENSCAFG00845025793,LGI3,ENSG00000168481,LGI3
ENSCAFG00845025795,FSCN3,ENSG00000106328,FSCN3
ENSCAFG00845025797,PHB2,ENSG00000215021,PHB2
ENSCAFG00845025798,GZMA,ENSG00000145649,GZMA
ENSCAFG00845025803,MSLNL,ENSG00000162006,MSLNL
ENSCAFG00845025805,ENSCAFG00845025805,ENSG00000134590,RTL8C
ENSCAFG00845025810,PTRH2,ENSG00000141378,PTRH2
ENSCAFG00845025812,ZFAND4,ENSG00000172671,ZFAND4
ENSCAFG00845025813,ANKLE2,ENSG00000176915,ANKLE2
ENSCAFG00845025814,ENSCAFG00845025814,ENSG00000069482,GAL
ENSCAFG00845025815,SPATA2,ENSG00000158480,SPATA2
ENSCAFG00845025816,ENSCAFG00845025816,ENSG00000065154,OAT
ENSCAFG00845025817,TERT,ENSG00000164362,TERT
ENSCAFG00845025818,NCAM2,ENSG00000154654,NCAM2
ENSCAFG00845025821,RASL11A,ENSG00000122035,RASL11A
ENSCAFG00845025822,ZRANB1,ENSG00000019995,ZRANB1
ENSCAFG00845025824,SMIM11A,ENSG00000205670,SMIM11
ENSCAFG00845025824,SMIM11A,ENSG00000273590,ENSG00000273590
ENSCAFG00845025826,ENSCAFG00845025826,ENSG00000215853,RPTN
ENSCAFG00845025827,U6,ENSG00000207167,RNU6-1340P
ENSCAFG00845025831,H2BC13,ENSG00000278588,H2BC10
ENSCAFG00845025832,RGS18,ENSG00000150681,RGS18
ENSCAFG00845025833,ENSCAFG00845025833,ENSG00000047644,WWC3
ENSCAFG00845025836,BTBD19,ENSG00000222009,BTBD19
ENSCAFG00845025839,ERICH2,ENSG00000204334,ERICH2
ENSCAFG00845025843,C18H11orf49,ENSG00000149179,C11orf49
ENSCAFG00845025845,KLF11,ENSG00000172059,KLF11
ENSCAFG00845025846,ENSCAFG00845025846,ENSG00000211661,IGLV3-22
ENSCAFG00845025846,ENSCAFG00845025846,ENSG00000211669,IGLV3-10
ENSCAFG00845025846,ENSCAFG00845025846,ENSG00000211665,IGLV3-16
ENSCAFG00845025846,ENSCAFG00845025846,ENSG00000211658,IGLV3-27
ENSCAFG00845025846,ENSCAFG00845025846,ENSG00000211659,IGLV3-25
ENSCAFG00845025847,EIF2B5,ENSG00000145191,EIF2B5
ENSCAFG00845025848,RNF114,ENSG00000124226,RNF114
ENSCAFG00845025849,ENSCAFG00845025849,ENSG00000109016,DHRS7B
ENSCAFG00845025851,ENSCAFG00845025851,ENSG00000134545,KLRC1
ENSCAFG00845025852,VMP1,ENSG00000062716,VMP1
ENSCAFG00845025853,H2AC6,ENSG00000180573,H2AC6
ENSCAFG00845025854,STAT1,ENSG00000115415,STAT1
ENSCAFG00845025855,FAM243A,ENSG00000277277,ENSG00000277277
ENSCAFG00845025855,FAM243A,ENSG00000222018,C21orf140
ENSCAFG00845025856,YDJC,ENSG00000161179,YDJC
ENSCAFG00845025857,WDR13,ENSG00000101940,WDR13
ENSCAFG00845025859,ARF5,ENSG00000004059,ARF5
ENSCAFG00845025860,ENSCAFG00845025860,ENSG00000197915,HRNR
ENSCAFG00845025862,UQCC2,ENSG00000137288,UQCC2
ENSCAFG00845025863,NCEH1,ENSG00000144959,NCEH1
ENSCAFG00845025865,MMP11,ENSG00000099953,MMP11
ENSCAFG00845025867,TBCD,ENSG00000141556,TBCD
ENSCAFG00845025871,BSN,ENSG00000164061,BSN
ENSCAFG00845025872,TSPAN7,ENSG00000156298,TSPAN7
ENSCAFG00845025872,TSPAN7,ENSG00000250349,ENSG00000250349
ENSCAFG00845025873,NEO1,ENSG00000067141,NEO1
ENSCAFG00845025875,H1-4,ENSG00000168298,H1-4
ENSCAFG00845025876,AGBL4,ENSG00000162373,BEND5
ENSCAFG00845025877,ENSCAFG00845025877,ENSG00000278961,ENSG00000278961
ENSCAFG00845025877,ENSCAFG00845025877,ENSG00000243627,SMIM34
ENSCAFG00845025882,SMIM10,ENSG00000184785,SMIM10
ENSCAFG00845025883,PLCB1,ENSG00000182621,PLCB1
ENSCAFG00845025884,DUS4L,ENSG00000288558,DUS4L-BCAP29
ENSCAFG00845025887,UFM1,ENSG00000120686,UFM1
ENSCAFG00845025888,SCG3,ENSG00000104112,SCG3
ENSCAFG00845025889,TYR,ENSG00000077498,TYR
ENSCAFG00845025890,CHRNG,ENSG00000196811,CHRNG
ENSCAFG00845025891,ENSCAFG00845025891,ENSG00000198918,RPL39
ENSCAFG00845025892,CDC20B,ENSG00000164287,CDC20B
ENSCAFG00845025893,H2BC13,ENSG00000273802,H2BC8
ENSCAFG00845025894,ENSCAFG00845025894,ENSG00000188649,CC2D2B
ENSCAFG00845025895,ENSCAFG00845025895,ENSG00000143631,FLG
ENSCAFG00845025896,POU1F1,ENSG00000064835,POU1F1
ENSCAFG00845025898,CLCN5,ENSG00000171365,CLCN5
ENSCAFG00845025899,PGAM5,ENSG00000247077,PGAM5
ENSCAFG00845025901,BRINP3,ENSG00000162670,BRINP3
ENSCAFG00845025902,ENSCAFG00845025902,ENSG00000207051,SNORA27
ENSCAFG00845025903,MED12L,ENSG00000144893,MED12L
ENSCAFG00845025904,KRT82,ENSG00000161850,KRT82
ENSCAFG00845025905,HES1,ENSG00000114315,HES1
ENSCAFG00845025906,ENSCAFG00845025906,ENSG00000124103,FAM209A
ENSCAFG00845025906,ENSCAFG00845025906,ENSG00000213714,FAM209B
ENSCAFG00845025907,CYS1,ENSG00000205795,CYS1
ENSCAFG00845025908,ENSCAFG00845025908,ENSG00000180509,KCNE1
ENSCAFG00845025908,ENSCAFG00845025908,ENSG00000276289,ENSG00000276289
ENSCAFG00845025910,ENSCAFG00845025910,ENSG00000180596,H2BC4
ENSCAFG00845025911,GLIPR1,ENSG00000139278,GLIPR1
ENSCAFG00845025913,ENSCAFG00845025913,ENSG00000207500,SNORD102
ENSCAFG00845025914,EIF2S2,ENSG00000125977,EIF2S2
ENSCAFG00845025915,FBXW8,ENSG00000135119,RNFT2
ENSCAFG00845025916,SNAI1,ENSG00000124216,SNAI1
ENSCAFG00845025917,MFSD1,ENSG00000118855,MFSD1
ENSCAFG00845025918,MYL9,ENSG00000101335,MYL9
ENSCAFG00845025919,GCC1,ENSG00000179562,GCC1
ENSCAFG00845025920,ENSCAFG00845025920,ENSG00000143520,FLG2
ENSCAFG00845025921,PIK3CB,ENSG00000051382,PIK3CB
ENSCAFG00845025922,ABCG8,ENSG00000143921,ABCG8
ENSCAFG00845025924,KLHL21,ENSG00000162413,KLHL21
ENSCAFG00845025925,ENSCAFG00845025925,ENSG00000211667,IGLV3-12
ENSCAFG00845025925,ENSCAFG00845025925,ENSG00000211662,IGLV3-21
ENSCAFG00845025927,MIR21,ENSG00000284190,MIR21
ENSCAFG00845025929,RGS5,ENSG00000143248,RGS5
ENSCAFG00845025932,MANBA,ENSG00000109323,MANBA
ENSCAFG00845025934,ENSCAFG00845025934,ENSG00000186376,ZNF75D
ENSCAFG00845025935,SPDYC,ENSG00000204710,SPDYC
ENSCAFG00845025936,ENSCAFG00845025936,ENSG00000161180,CCDC116
ENSCAFG00845025937,NODAL,ENSG00000156574,NODAL
ENSCAFG00845025938,PNPLA6,ENSG00000032444,PNPLA6
ENSCAFG00845025940,GRM5,ENSG00000168959,GRM5
ENSCAFG00845025941,RCAN1,ENSG00000288711,ENSG00000288711
ENSCAFG00845025941,RCAN1,ENSG00000159200,RCAN1
ENSCAFG00845025943,IP6K3,ENSG00000161896,IP6K3
ENSCAFG00845025945,SPRED1,ENSG00000166068,SPRED1
ENSCAFG00845025946,GLG1,ENSG00000090863,GLG1
ENSCAFG00845025947,ENSCAFG00845025947,ENSG00000102854,MSLN
ENSCAFG00845025948,ENSCAFG00845025948,ENSG00000143536,CRNN
ENSCAFG00845025950,ENSCAFG00845025950,ENSG00000111229,ARPC3
ENSCAFG00845025951,COG5,ENSG00000164597,COG5
ENSCAFG00845025952,RRM2,ENSG00000171848,RRM2
ENSCAFG00845025953,HACD3,ENSG00000074696,HACD3
ENSCAFG00845025956,ECT2,ENSG00000114346,ECT2
ENSCAFG00845025957,SSH1,ENSG00000084112,SSH1
ENSCAFG00845025958,OR8S1,ENSG00000284723,OR8S1
ENSCAFG00845025960,USP12,ENSG00000152484,USP12
ENSCAFG00845025961,ENSCAFG00845025961,ENSG00000197345,MRPL21
ENSCAFG00845025962,ENSCAFG00845025962,ENSG00000116273,PHF13
ENSCAFG00845025963,SPP2,ENSG00000072080,SPP2
ENSCAFG00845025964,SPOUT1,ENSG00000198917,SPOUT1
ENSCAFG00845025966,ROPN1,ENSG00000114547,ROPN1B
ENSCAFG00845025966,ROPN1,ENSG00000065371,ROPN1
ENSCAFG00845025967,CCDC141,ENSG00000163492,CCDC141
ENSCAFG00845025968,HGF,ENSG00000019991,HGF
ENSCAFG00845025970,TGIF2LX,ENSG00000153779,TGIF2LX
ENSCAFG00845025970,TGIF2LX,ENSG00000176679,TGIF2LY
ENSCAFG00845025974,CTBP2,ENSG00000175029,CTBP2
ENSCAFG00845025976,TUBD1,ENSG00000108423,TUBD1
ENSCAFG00845025977,UBE2V1,ENSG00000244687,UBE2V1
ENSCAFG00845025979,SDF2L1,ENSG00000128228,SDF2L1
ENSCAFG00845025980,DAG1,ENSG00000173402,DAG1
ENSCAFG00845025982,TMEM88,ENSG00000167874,TMEM88
ENSCAFG00845025983,MID1IP1,ENSG00000165175,MID1IP1
ENSCAFG00845025984,CRCT1,ENSG00000169509,CRCT1
ENSCAFG00845025985,TGIF2,ENSG00000118707,TGIF2
ENSCAFG00845025988,SYVN1,ENSG00000162298,SYVN1
ENSCAFG00845025990,RNF34,ENSG00000170633,RNF34
ENSCAFG00845025991,U6,ENSG00000207082,RNU6-171P
ENSCAFG00845025992,CNNM2,ENSG00000148842,CNNM2
ENSCAFG00845025993,LEMD2,ENSG00000161904,LEMD2
ENSCAFG00845025994,KRT84,ENSG00000161849,KRT84
ENSCAFG00845025995,ZNF800,ENSG00000048405,ZNF800
ENSCAFG00845025996,GAD1,ENSG00000128683,GAD1
ENSCAFG00845025997,CHMP2B,ENSG00000083937,CHMP2B
ENSCAFG00845026000,PABPC5,ENSG00000174740,PABPC5
ENSCAFG00845026001,CLCN4,ENSG00000073464,CLCN4
ENSCAFG00845026003,C12orf54,ENSG00000177627,C12orf54
ENSCAFG00845026006,ENSCAFG00845026006,ENSG00000212102,MIR301B
ENSCAFG00845026009,NAA38,ENSG00000183011,NAA38
ENSCAFG00845026010,RGS4,ENSG00000117152,RGS4
ENSCAFG00845026014,U8,ENSG00000199713,U8
ENSCAFG00845026014,U8,ENSG00000212594,U8
ENSCAFG00845026015,AVPR2,ENSG00000126895,AVPR2
ENSCAFG00845026018,ACVR1C,ENSG00000123612,ACVR1C
ENSCAFG00845026020,CHD8,ENSG00000100888,CHD8
ENSCAFG00845026021,U6,ENSG00000252079,RNU6-327P
ENSCAFG00845026021,U6,ENSG00000200906,RNU6-854P
ENSCAFG00845026022,H2AC15,ENSG00000196866,H2AC7
ENSCAFG00845026023,ENSCAFG00845026023,ENSG00000238795,SCARNA12
ENSCAFG00845026024,RAB5IF,ENSG00000101084,RAB5IF
ENSCAFG00845026025,ENSCAFG00845026025,ENSG00000250479,CHCHD10
ENSCAFG00845026026,ENSCAFG00845026026,ENSG00000145439,CBR4
ENSCAFG00845026027,THAP3,ENSG00000041988,THAP3
ENSCAFG00845026029,DCAF15,ENSG00000132017,DCAF15
ENSCAFG00845026030,HUS1,ENSG00000136273,HUS1
ENSCAFG00845026034,C1orf68,ENSG00000198854,C1orf68
ENSCAFG00845026035,DYNLT4,ENSG00000188396,DYNLT4
ENSCAFG00845026037,U6,ENSG00000222361,RNU6-1186P
ENSCAFG00845026038,ENDOG,ENSG00000167136,ENDOG
ENSCAFG00845026041,U6,ENSG00000252132,RNU6-795P
ENSCAFG00845026041,U6,ENSG00000251783,RNU6-1170P
ENSCAFG00845026042,ENSCAFG00845026042,ENSG00000102290,PCDH11X
ENSCAFG00845026042,ENSCAFG00845026042,ENSG00000099715,PCDH11Y
ENSCAFG00845026044,CSTF3,ENSG00000176102,CSTF3
ENSCAFG00845026046,BCOR,ENSG00000183337,BCOR
ENSCAFG00845026047,ZNF449,ENSG00000173275,ZNF449
ENSCAFG00845026048,MRPL15,ENSG00000137547,MRPL15
ENSCAFG00845026049,KCTD12,ENSG00000178695,KCTD12
ENSCAFG00845026050,ENSCAFG00845026050,ENSG00000221843,C2orf16
ENSCAFG00845026052,CYB5D1,ENSG00000182224,CYB5D1
ENSCAFG00845026053,FAM98B,ENSG00000171262,FAM98B
ENSCAFG00845026054,REEP4,ENSG00000168476,REEP4
ENSCAFG00845026055,ENSCAFG00845026055,ENSG00000128886,ELL3
ENSCAFG00845026056,ENSCAFG00845026056,ENSG00000207713,MIR200C
ENSCAFG00845026057,ENSCAFG00845026057,ENSG00000159212,CLIC6
ENSCAFG00845026058,LRPPRC,ENSG00000138095,LRPPRC
ENSCAFG00845026060,SSPN,ENSG00000123096,SSPN
ENSCAFG00845026061,DZIP3,ENSG00000198919,DZIP3
ENSCAFG00845026062,ARL4C,ENSG00000188042,ARL4C
ENSCAFG00845026064,CIAO3,ENSG00000103245,CIAO3
ENSCAFG00845026067,OR4C146,ENSG00000279514,OR4C16
ENSCAFG00845026068,GPR12,ENSG00000132975,GPR12
ENSCAFG00845026069,KRT85,ENSG00000135443,KRT85
ENSCAFG00845026070,U6,ENSG00000206599,RNU6-841P
ENSCAFG00845026071,PLK3,ENSG00000173846,PLK3
ENSCAFG00845026075,ENSCAFG00845026075,ENSG00000127184,COX7C
ENSCAFG00845026076,MAP1S,ENSG00000130479,MAP1S
ENSCAFG00845026079,ACOD1,ENSG00000102794,ACOD1
ENSCAFG00845026081,INTS14,ENSG00000138614,INTS14
ENSCAFG00845026083,U6,ENSG00000272445,RNU6-84P
ENSCAFG00845026088,SH3BP4,ENSG00000130147,SH3BP4
ENSCAFG00845026089,MLN,ENSG00000096395,MLN
ENSCAFG00845026090,U6,ENSG00000199765,RNU6-363P
ENSCAFG00845026092,POMC,ENSG00000115138,POMC
ENSCAFG00845026093,H2BC13,ENSG00000277224,H2BC7
ENSCAFG00845026094,DMAC1,ENSG00000137038,DMAC1
ENSCAFG00845026095,SLA2,ENSG00000101082,SLA2
ENSCAFG00845026097,ENSCAFG00845026097,ENSG00000140280,LYSMD2
ENSCAFG00845026099,TBC1D13,ENSG00000107021,TBC1D13
ENSCAFG00845026100,EIF4E2,ENSG00000135930,EIF4E2
ENSCAFG00845026101,C26H22orf15,ENSG00000169314,C22orf15
ENSCAFG00845026102,ENSCAFG00845026102,ENSG00000160199,PKNOX1
ENSCAFG00845026103,TMCC2,ENSG00000133069,TMCC2
ENSCAFG00845026104,ENSCAFG00845026104,ENSG00000211672,IGLV4-3
ENSCAFG00845026105,AP1M2,ENSG00000129354,AP1M2
ENSCAFG00845026106,PPIL2,ENSG00000100023,PPIL2
ENSCAFG00845026107,PTPN6,ENSG00000111679,PTPN6
ENSCAFG00845026108,ARHGAP4,ENSG00000089820,ARHGAP4
ENSCAFG00845026110,WASF3,ENSG00000132970,WASF3
ENSCAFG00845026111,DNAJC11,ENSG00000007923,DNAJC11
ENSCAFG00845026116,NR2C2,ENSG00000177463,NR2C2
ENSCAFG00845026118,LRP4,ENSG00000134569,LRP4
ENSCAFG00845026119,SOX17,ENSG00000164736,SOX17
ENSCAFG00845026120,H4C4,ENSG00000197837,H4-16
ENSCAFG00845026123,SNORA72,ENSG00000207084,SNORA72
ENSCAFG00845026124,ENSCAFG00845026124,ENSG00000221611,ENSG00000221611
ENSCAFG00845026125,U6,ENSG00000252533,RNU6-572P
ENSCAFG00845026125,U6,ENSG00000212186,RNU6-258P
ENSCAFG00845026127,ENSCAFG00845026127,ENSG00000196972,SMIM10L2B
ENSCAFG00845026127,ENSCAFG00845026127,ENSG00000178947,SMIM10L2A
ENSCAFG00845026128,POLE,ENSG00000177084,POLE
ENSCAFG00845026129,ENSCAFG00845026129,ENSG00000211672,IGLV4-3
ENSCAFG00845026130,HPCAL1,ENSG00000115756,HPCAL1
ENSCAFG00845026135,OR4K14,ENSG00000169484,OR4K14
ENSCAFG00845026138,PEDS1,ENSG00000240849,PEDS1
ENSCAFG00845026139,RUNX1,ENSG00000159216,RUNX1
ENSCAFG00845026141,VGLL3,ENSG00000206538,VGLL3
ENSCAFG00845026142,KCTD3,ENSG00000136636,KCTD3
ENSCAFG00845026143,CCDC190,ENSG00000185860,CCDC190
ENSCAFG00845026150,KALRN,ENSG00000160145,KALRN
ENSCAFG00845026152,PODNL1,ENSG00000132000,PODNL1
ENSCAFG00845026153,ZNF518A,ENSG00000177853,ZNF518A
ENSCAFG00845026154,ENSCAFG00845026154,ENSG00000188324,OR6C6
ENSCAFG00845026158,ENSCAFG00845026158,ENSG00000188877,POTEA
ENSCAFG00845026159,RP1,ENSG00000104237,RP1
ENSCAFG00845026160,ENSCAFG00845026160,ENSG00000211672,IGLV4-3
ENSCAFG00845026161,ITGBL1,ENSG00000198542,ITGBL1
ENSCAFG00845026162,AMT,ENSG00000283189,ENSG00000283189
ENSCAFG00845026162,AMT,ENSG00000145020,AMT
ENSCAFG00845026165,NDRG3,ENSG00000101079,NDRG3
ENSCAFG00845026166,ENSCAFG00845026166,ENSG00000068354,TBC1D25
ENSCAFG00845026169,ENSCAFG00845026169,ENSG00000155287,SLC25A28
ENSCAFG00845026170,TRAM1,ENSG00000067167,TRAM1
ENSCAFG00845026173,DNMT3A,ENSG00000119772,DNMT3A
ENSCAFG00845026175,ODC1,ENSG00000115758,ODC1
ENSCAFG00845026176,MARCHF8,ENSG00000165406,MARCHF8
ENSCAFG00845026179,CDKN2D,ENSG00000129355,CDKN2D
ENSCAFG00845026180,TMEM11,ENSG00000178307,TMEM11
ENSCAFG00845026181,CLN5,ENSG00000102805,CLN5
ENSCAFG00845026181,CLN5,ENSG00000283208,ENSG00000283208
ENSCAFG00845026182,KIF13A,ENSG00000137177,KIF13A
ENSCAFG00845026183,ENSCAFG00845026183,ENSG00000134545,KLRC1
ENSCAFG00845026186,ENSCAFG00845026186,ENSG00000211672,IGLV4-3
ENSCAFG00845026187,VPREB3,ENSG00000128218,VPREB3
ENSCAFG00845026188,BHLHE41,ENSG00000123095,BHLHE41
ENSCAFG00845026193,CEBPB,ENSG00000172216,CEBPB
ENSCAFG00845026194,TRANK1,ENSG00000168016,TRANK1
ENSCAFG00845026195,PHKA2,ENSG00000044446,PHKA2
ENSCAFG00845026198,RASGRP1,ENSG00000172575,RASGRP1
ENSCAFG00845026199,TCP11L1,ENSG00000176148,TCP11L1
ENSCAFG00845026200,NEDD1,ENSG00000139350,NEDD1
ENSCAFG00845026202,ENSCAFG00845026202,ENSG00000163743,RCHY1
ENSCAFG00845026203,INTS6L,ENSG00000165359,INTS6L
ENSCAFG00845026204,ENSCAFG00845026204,ENSG00000102349,KLF8
ENSCAFG00845026206,ENSCAFG00845026206,ENSG00000205329,OR6C3
ENSCAFG00845026207,FAM133A,ENSG00000179083,FAM133A
ENSCAFG00845026208,ENSCAFG00845026208,ENSG00000277531,PNMA8C
ENSCAFG00845026211,ENSCAFG00845026211,ENSG00000124575,H1-3
ENSCAFG00845026212,GPR22,ENSG00000172209,GPR22
ENSCAFG00845026216,ZNF70,ENSG00000187792,ZNF70
ENSCAFG00845026217,ENSCAFG00845026217,ENSG00000249209,ENSG00000249209
ENSCAFG00845026217,ENSCAFG00845026217,ENSG00000241837,ATP5PO
ENSCAFG00845026218,PTPN1,ENSG00000196396,PTPN1
ENSCAFG00845026220,FBXW8,ENSG00000174989,FBXW8
ENSCAFG00845026221,KRI1,ENSG00000129347,KRI1
ENSCAFG00845026222,U6,ENSG00000252751,RNU6-143P
ENSCAFG00845026223,ENSCAFG00845026223,ENSG00000134545,KLRC1
ENSCAFG00845026225,KRT81,ENSG00000170442,KRT86
ENSCAFG00845026225,KRT81,ENSG00000205426,KRT81
ENSCAFG00845026225,KRT81,ENSG00000170523,KRT83
ENSCAFG00845026228,XKR4,ENSG00000206579,XKR4
ENSCAFG00845026231,ENSCAFG00845026231,ENSG00000072210,ALDH3A2
ENSCAFG00845026232,MRPL49,ENSG00000149792,MRPL49
ENSCAFG00845026233,HSD17B7,ENSG00000132196,HSD17B7
ENSCAFG00845026236,ENSCAFG00845026236,ENSG00000267318,ENSG00000267318
ENSCAFG00845026237,YPEL1,ENSG00000100027,YPEL1
ENSCAFG00845026238,NPSR1,ENSG00000187258,NPSR1
ENSCAFG00845026245,ZER1,ENSG00000160445,ZER1
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000211685,IGLC7
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000128322,IGLL1
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000254709,IGLL5
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000211679,IGLC3
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000211675,IGLC1
ENSCAFG00845026246,ENSCAFG00845026246,ENSG00000211677,IGLC2
ENSCAFG00845026255,CHD3,ENSG00000170004,CHD3
ENSCAFG00845026257,GRM4,ENSG00000124493,GRM4
ENSCAFG00845026258,H3C8,ENSG00000287080,H3C3
ENSCAFG00845026259,DVL3,ENSG00000161202,DVL3
ENSCAFG00845026260,ENSCAFG00845026260,ENSG00000184831,APOO
ENSCAFG00845026261,NATD1,ENSG00000274180,NATD1
ENSCAFG00845026262,ENSCAFG00845026262,ENSG00000179603,GRM8
ENSCAFG00845026266,ABHD18,ENSG00000164074,ABHD18
ENSCAFG00845026267,SNORA80B,ENSG00000206633,SNORA80B
ENSCAFG00845026270,TMOD2,ENSG00000138594,TMOD3
ENSCAFG00845026271,NUAK2,ENSG00000163545,NUAK2
ENSCAFG00845026272,ENSCAFG00845026272,ENSG00000226690,ENSG00000226690
ENSCAFG00845026275,OR6C4B,ENSG00000179626,OR6C4
ENSCAFG00845026277,LRRC3B,ENSG00000179796,LRRC3B
ENSCAFG00845026278,KLRK1,ENSG00000213809,KLRK1
ENSCAFG00845026284,ENSCAFG00845026284,ENSG00000179695,OR6C2
ENSCAFG00845026285,CDK8,ENSG00000132964,CDK8
ENSCAFG00845026287,SLC6A18,ENSG00000164363,SLC6A18
ENSCAFG00845026289,UBE2D3,ENSG00000109332,UBE2D3
ENSCAFG00845026292,MIR532,ENSG00000207758,MIR532
ENSCAFG00845026293,U6,ENSG00000238444,RNU6-893P
ENSCAFG00845026294,ENSCAFG00845026294,ENSG00000186844,LCE1A
ENSCAFG00845026296,ENSCAFG00845026296,ENSG00000157869,RAB28
ENSCAFG00845026297,ENSCAFG00845026297,ENSG00000282419,TEX13D
ENSCAFG00845026297,ENSCAFG00845026297,ENSG00000282815,TEX13C
ENSCAFG00845026299,U6,ENSG00000200029,RNU6-642P
ENSCAFG00845026300,ENSCAFG00845026300,ENSG00000168763,CNNM3
ENSCAFG00845026301,BEST4,ENSG00000142959,BEST4
ENSCAFG00845026303,VPREB1,ENSG00000169575,VPREB1
ENSCAFG00845026305,CTSC,ENSG00000109861,CTSC
ENSCAFG00845026308,MIR188,ENSG00000207768,MIR188
ENSCAFG00845026309,C31H21orf62,ENSG00000205929,C21orf62
ENSCAFG00845026310,U6,ENSG00000200295,RNU6-527P
ENSCAFG00845026311,ACVR1,ENSG00000115170,ACVR1
ENSCAFG00845026312,ZNF750,ENSG00000141579,ZNF750
ENSCAFG00845026314,ENSCAFG00845026314,ENSG00000187857,OR6C75
ENSCAFG00845026316,COX7A2L,ENSG00000115944,COX7A2L
ENSCAFG00845026322,ENSCAFG00845026322,ENSG00000285946,ENSG00000285946
ENSCAFG00845026323,SLC24A1,ENSG00000074621,SLC24A1
ENSCAFG00845026324,HAGHL,ENSG00000103253,HAGHL
ENSCAFG00845026325,C27H12orf57,ENSG00000111678,C12orf57
ENSCAFG00845026327,EFHD1,ENSG00000115468,EFHD1
ENSCAFG00845026328,ENSCAFG00845026328,ENSG00000260861,ENSG00000260861
ENSCAFG00845026328,ENSCAFG00845026328,ENSG00000089012,SIRPG
ENSCAFG00845026328,ENSCAFG00845026328,ENSG00000198053,SIRPA
ENSCAFG00845026328,ENSCAFG00845026328,ENSG00000101307,SIRPB1
ENSCAFG00845026329,TEX36,ENSG00000175018,TEX36
ENSCAFG00845026331,ALOX5,ENSG00000012779,ALOX5
ENSCAFG00845026332,MAP2K3,ENSG00000034152,MAP2K3
ENSCAFG00845026334,RIPOR3,ENSG00000042062,RIPOR3
ENSCAFG00845026336,HBP1,ENSG00000105856,HBP1
ENSCAFG00845026337,COQ10B,ENSG00000115520,COQ10B
ENSCAFG00845026339,UNC13A,ENSG00000130477,UNC13A
ENSCAFG00845026340,NOL10,ENSG00000115761,NOL10
ENSCAFG00845026341,DSN1,ENSG00000149636,DSN1
ENSCAFG00845026345,FAU,ENSG00000149806,FAU
ENSCAFG00845026349,TMEM68,ENSG00000167904,TMEM68
ENSCAFG00845026352,ENSCAFG00845026352,ENSG00000221792,MIR1282
