Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSCAFG00845024438,RPP25L,ENSMUSG00000036114,Rpp25l
ENSCAFG00845024439,C10orf95,ENSMUSG00000099655,2310034G01Rik
ENSCAFG00845024440,PARP14,ENSMUSG00000034422,Parp14
ENSCAFG00845024441,CENPP,ENSMUSG00000021391,Cenpp
ENSCAFG00845024442,TAS1R3,ENSMUSG00000029072,Tas1r3
ENSCAFG00845024443,DDX27,ENSMUSG00000017999,Ddx27
ENSCAFG00845024444,OR4C6,ENSMUSG00000068808,Olfr1189
ENSCAFG00845024444,OR4C6,ENSMUSG00000075094,Olfr1230
ENSCAFG00845024446,MSTN,ENSMUSG00000026100,Mstn
ENSCAFG00845024449,COPS3,ENSMUSG00000019373,Cops3
ENSCAFG00845024451,IL1RAP,ENSMUSG00000022514,Il1rap
ENSCAFG00845024466,CACNA1F,ENSMUSG00000031142,Cacna1f
ENSCAFG00845024467,ATXN1,ENSMUSG00000046876,Atxn1
ENSCAFG00845024469,ENSCAFG00845024469,ENSMUSG00000108981,Gm15262
ENSCAFG00845024470,ATP6V1G3,ENSMUSG00000026394,Atp6v1g3
ENSCAFG00845024472,GRIP2,ENSMUSG00000030098,Grip2
ENSCAFG00845024473,HMX3,ENSMUSG00000040148,Hmx3
ENSCAFG00845024474,ENSCAFG00845024474,ENSMUSG00000086316,Nbdy
ENSCAFG00845024476,SLC4A7,ENSMUSG00000021733,Slc4a7
ENSCAFG00845024484,INSR,ENSMUSG00000005534,Insr
ENSCAFG00845024485,ZNHIT6,ENSMUSG00000074182,Znhit6
ENSCAFG00845024488,UBA7,ENSMUSG00000032596,Uba7
ENSCAFG00845024489,ENSCAFG00845024489,ENSMUSG00000027805,Pfn2
ENSCAFG00845024491,TMCO1,ENSMUSG00000052428,Tmco1
ENSCAFG00845024492,ENSCAFG00845024492,ENSMUSG00000059023,Olfr1201
ENSCAFG00845024492,ENSCAFG00845024492,ENSMUSG00000062757,Olfr1206
ENSCAFG00845024492,ENSCAFG00845024492,ENSMUSG00000057447,Olfr1205
ENSCAFG00845024493,CBFA2T2,ENSMUSG00000038533,Cbfa2t2
ENSCAFG00845024494,DCTN3,ENSMUSG00000028447,Dctn3
ENSCAFG00845024495,SULF1,ENSMUSG00000016918,Sulf1
ENSCAFG00845024497,ENSCAFG00845024497,ENSMUSG00000024457,Trim26
ENSCAFG00845024501,SLC5A5,ENSMUSG00000000792,Slc5a5
ENSCAFG00845024507,MFSD13A,ENSMUSG00000025227,Mfsd13a
ENSCAFG00845024508,RIDA,ENSMUSG00000022323,Rida
ENSCAFG00845024509,SORCS3,ENSMUSG00000063434,Sorcs3
ENSCAFG00845024510,CDKN2C,ENSMUSG00000028551,Cdkn2c
ENSCAFG00845024512,SLC25A45,ENSMUSG00000024818,Slc25a45
ENSCAFG00845024514,IFT57,ENSMUSG00000032965,Ift57
ENSCAFG00845024515,HMX2,ENSMUSG00000050100,Hmx2
ENSCAFG00845024517,ACP2,ENSMUSG00000002103,Acp2
ENSCAFG00845024519,ENSCAFG00845024519,ENSMUSG00000049057,Olfr1257
ENSCAFG00845024519,ENSCAFG00845024519,ENSMUSG00000061798,Olfr1204
ENSCAFG00845024519,ENSCAFG00845024519,ENSMUSG00000064084,Olfr1202
ENSCAFG00845024521,ENSCAFG00845024521,ENSMUSG00000065473,Mir19b-2
ENSCAFG00845024522,FNDC3A,ENSMUSG00000033487,Fndc3a
ENSCAFG00845024524,GTF3C3,ENSMUSG00000041303,Gtf3c3
ENSCAFG00845024525,SLC17A1,ENSMUSG00000021335,Slc17a1
ENSCAFG00845024530,C4orf17,ENSMUSG00000012042,4930579F01Rik
ENSCAFG00845024531,ENSCAFG00845024531,ENSMUSG00000043073,Usp17le
ENSCAFG00845024531,ENSCAFG00845024531,ENSMUSG00000057321,Usp17ld
ENSCAFG00845024531,ENSCAFG00845024531,ENSMUSG00000058976,Usp17lc
ENSCAFG00845024531,ENSCAFG00845024531,ENSMUSG00000054568,Usp17la
ENSCAFG00845024531,ENSCAFG00845024531,ENSMUSG00000062369,Usp17lb
ENSCAFG00845024533,ENSCAFG00845024533,ENSMUSG00000026961,Lrrc26
ENSCAFG00845024536,LRRC27,ENSMUSG00000015980,Lrrc27
ENSCAFG00845024537,ENSCAFG00845024537,ENSMUSG00000065530,Mir99a
ENSCAFG00845024538,ENSCAFG00845024538,ENSMUSG00000000365,Rnf17
ENSCAFG00845024543,DVL1,ENSMUSG00000029071,Dvl1
ENSCAFG00845024544,NEK7,ENSMUSG00000026393,Nek7
ENSCAFG00845024545,U6,ENSMUSG00000088454,Gm26371
ENSCAFG00845024545,U6,ENSMUSG00000075958,Gm23423
ENSCAFG00845024547,KDM2B,ENSMUSG00000029475,Kdm2b
ENSCAFG00845024550,ENSCAFG00845024550,ENSMUSG00000077111,Mir18b
ENSCAFG00845024552,ENSCAFG00845024552,ENSMUSG00000037780,Mbl1
ENSCAFG00845024554,CAPRIN1,ENSMUSG00000027184,Caprin1
ENSCAFG00845024556,PLXNB3,ENSMUSG00000031385,Plxnb3
ENSCAFG00845024559,NAALAD2,ENSMUSG00000043943,Naalad2
ENSCAFG00845024561,ENSCAFG00845024561,ENSMUSG00000065557,Mirlet7c-1
ENSCAFG00845024562,HECTD3,ENSMUSG00000046861,Hectd3
ENSCAFG00845024564,ENSCAFG00845024564,ENSMUSG00000065456,Mir106a
ENSCAFG00845024568,RIIAD1,ENSMUSG00000028139,Riiad1
ENSCAFG00845024573,POP1,ENSMUSG00000022325,Pop1
ENSCAFG00845024576,SAP30BP,ENSMUSG00000020755,Sap30bp
ENSCAFG00845024577,HMGB3,ENSMUSG00000015217,Hmgb3
ENSCAFG00845024578,ZNF219,ENSMUSG00000049295,Zfp219
ENSCAFG00845024580,ENSCAFG00845024580,ENSMUSG00000028199,Cryz
ENSCAFG00845024582,ASF1B,ENSMUSG00000005470,Asf1b
ENSCAFG00845024583,MRAS,ENSMUSG00000032470,Mras
ENSCAFG00845024584,U6,ENSMUSG00000089370,Gm22140
ENSCAFG00845024584,U6,ENSMUSG00000084740,Gm25294
ENSCAFG00845024586,BUB3,ENSMUSG00000066979,Bub3
ENSCAFG00845024587,ENSCAFG00845024587,ENSMUSG00000017778,Cox7c
ENSCAFG00845024588,ENSCAFG00845024588,ENSMUSG00000032883,Acsl3
ENSCAFG00845024590,MAFF,ENSMUSG00000042622,Maff
ENSCAFG00845024594,ENSCAFG00845024594,ENSMUSG00000026687,Aldh9a1
ENSCAFG00845024595,UNC80,ENSMUSG00000055567,Unc80
ENSCAFG00845024596,CCDC160,ENSMUSG00000073207,Ccdc160
ENSCAFG00845024597,PRRT4,ENSMUSG00000079654,Prrt4
ENSCAFG00845024601,GRIA3,ENSMUSG00000001986,Gria3
ENSCAFG00845024602,SNAP25,ENSMUSG00000027273,Snap25
ENSCAFG00845024603,NPPC,ENSMUSG00000026241,Nppc
ENSCAFG00845024606,ENSCAFG00845024606,ENSMUSG00000021884,Hacl1
ENSCAFG00845024606,ENSCAFG00845024606,ENSMUSG00000115022,Gm49387
ENSCAFG00845024607,EVA1C,ENSMUSG00000039903,Eva1c
ENSCAFG00845024608,U4,ENSMUSG00000064664,Gm24459
ENSCAFG00845024609,FAF1,ENSMUSG00000010517,Faf1
ENSCAFG00845024610,GJC3,ENSMUSG00000056966,Gjc3
ENSCAFG00845024611,CLSTN3,ENSMUSG00000008153,Clstn3
ENSCAFG00845024612,ENSCAFG00845024612,ENSMUSG00000050966,Lin28a
ENSCAFG00845024613,GYPC,ENSMUSG00000090523,Gypc
ENSCAFG00845024615,MLF1,ENSMUSG00000048416,Mlf1
ENSCAFG00845024616,OR10AL40,ENSMUSG00000081724,Olfr129
ENSCAFG00845024616,OR10AL40,ENSMUSG00000059964,Olfr119
ENSCAFG00845024616,OR10AL40,ENSMUSG00000083947,Olfr122
ENSCAFG00845024616,OR10AL40,ENSMUSG00000063994,Olfr120
ENSCAFG00845024616,OR10AL40,ENSMUSG00000060017,Olfr121
ENSCAFG00845024616,OR10AL40,ENSMUSG00000080990,Olfr118
ENSCAFG00845024618,U6,ENSMUSG00000088183,Gm22215
ENSCAFG00845024620,ENSCAFG00845024620,ENSMUSG00000040187,Arntl2
ENSCAFG00845024623,SLC51B,ENSMUSG00000053862,Slc51b
ENSCAFG00845024627,PWWP2B,ENSMUSG00000060260,Pwwp2b
ENSCAFG00845024628,ENSCAFG00845024628,ENSMUSG00000021789,Sftpa1
ENSCAFG00845024629,C2orf66,ENSMUSG00000109809,Gm34066
ENSCAFG00845024630,SH3GLB2,ENSMUSG00000026860,Sh3glb2
ENSCAFG00845024631,ENSCAFG00845024631,ENSMUSG00000037053,Azgp1
ENSCAFG00845024632,TBX5,ENSMUSG00000018263,Tbx5
ENSCAFG00845024633,ECM2,ENSMUSG00000043631,Ecm2
ENSCAFG00845024635,PPP3CA,ENSMUSG00000028161,Ppp3ca
ENSCAFG00845024639,ARID3C,ENSMUSG00000066224,Arid3c
ENSCAFG00845024641,ENSCAFG00845024641,ENSMUSG00000006818,Sod2
ENSCAFG00845024643,TEKT4,ENSMUSG00000024175,Tekt4
ENSCAFG00845024644,LHFPL6,ENSMUSG00000048332,Lhfp
ENSCAFG00845024645,PHF6,ENSMUSG00000025626,Phf6
ENSCAFG00845024647,TP53,ENSMUSG00000059552,Trp53
ENSCAFG00845024649,TIGD3,ENSMUSG00000044390,Tigd3
ENSCAFG00845024650,ENSCAFG00845024650,ENSMUSG00000028140,Mrpl9
ENSCAFG00845024651,TSC22D2,ENSMUSG00000027806,Tsc22d2
ENSCAFG00845024653,ENSCAFG00845024653,ENSMUSG00000117873,Gm45928
ENSCAFG00845024653,ENSCAFG00845024653,ENSMUSG00000024854,Pold4
ENSCAFG00845024655,IRX1,ENSMUSG00000060969,Irx1
ENSCAFG00845024656,ENSCAFG00845024656,ENSMUSG00000073062,Zxdb
ENSCAFG00845024657,KBTBD13,ENSMUSG00000054978,Kbtbd13
ENSCAFG00845024658,TMEM253,ENSMUSG00000072571,Tmem253
ENSCAFG00845024660,ENSCAFG00845024660,ENSMUSG00000075334,Rprm
ENSCAFG00845024661,TMEM106C,ENSMUSG00000052369,Tmem106c
ENSCAFG00845024662,MGST3,ENSMUSG00000026688,Mgst3
ENSCAFG00845024663,NCOA1,ENSMUSG00000020647,Ncoa1
ENSCAFG00845024664,PIH1D1,ENSMUSG00000003423,Pih1d1
ENSCAFG00845024665,ENSCAFG00845024665,ENSMUSG00000032313,Tmem266
ENSCAFG00845024666,ENSCAFG00845024666,ENSMUSG00000032297,Celf6
ENSCAFG00845024667,S100A10,ENSMUSG00000041959,S100a10
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000095445,H2al1i
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000095573,H2al2b
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000095662,H2al1g
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000095655,H2al1f
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000099443,H2al1h
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000078346,H2al1n
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000101819,H2al1b
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000100626,H2al1a
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000061065,H2al1o
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000069038,H2al1j
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000100200,H2al1m
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000096097,H2al1c
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000062651,H2al2a
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000095413,H2al1e
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000094904,H2al1d
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000100448,H2al1k
ENSCAFG00845024670,ENSCAFG00845024670,ENSMUSG00000094881,H2al2c
ENSCAFG00845024672,PLA2G6,ENSMUSG00000042632,Pla2g6
ENSCAFG00845024673,RPSA,ENSMUSG00000032518,Rpsa
ENSCAFG00845024675,TRMT10A,ENSMUSG00000004127,Trmt10a
ENSCAFG00845024677,PRR11,ENSMUSG00000020493,Prr11
ENSCAFG00845024678,ENSCAFG00845024678,ENSMUSG00000029864,Gstk1
ENSCAFG00845024682,NKX6-2,ENSMUSG00000041309,Nkx6-2
ENSCAFG00845024683,ENSCAFG00845024683,ENSMUSG00000001521,Tulp3
ENSCAFG00845024687,ZNFX1,ENSMUSG00000039501,Znfx1
ENSCAFG00845024688,ENSCAFG00845024688,ENSMUSG00000026956,Uap1l1
ENSCAFG00845024691,FLCN,ENSMUSG00000032633,Flcn
ENSCAFG00845024692,LTA4H,ENSMUSG00000015889,Lta4h
ENSCAFG00845024693,GMNC,ENSMUSG00000068428,Gmnc
ENSCAFG00845024694,DIS3L2,ENSMUSG00000053333,Dis3l2
ENSCAFG00845024695,RBM28,ENSMUSG00000029701,Rbm28
ENSCAFG00845024697,HIBCH,ENSMUSG00000041426,Hibch
ENSCAFG00845024698,GPR50,ENSMUSG00000056380,Gpr50
ENSCAFG00845024702,NIPAL2,ENSMUSG00000038879,Nipal2
ENSCAFG00845024703,ATXN7L3B,ENSMUSG00000074748,Atxn7l3b
ENSCAFG00845024704,CXADR,ENSMUSG00000044860,Gm1123
ENSCAFG00845024704,CXADR,ENSMUSG00000022865,Cxadr
ENSCAFG00845024705,MXRA8,ENSMUSG00000029070,Mxra8
ENSCAFG00845024706,GPR26,ENSMUSG00000040125,Gpr26
ENSCAFG00845024708,CCN1,ENSMUSG00000028195,Ccn1
ENSCAFG00845024709,HSPBAP1,ENSMUSG00000022849,Hspbap1
ENSCAFG00845024710,HACD2,ENSMUSG00000035376,Hacd2
ENSCAFG00845024711,ENSCAFG00845024711,ENSMUSG00000029632,Ndufa4
ENSCAFG00845024712,ENSCAFG00845024712,ENSMUSG00000064357,mt-Atp6
ENSCAFG00845024713,PLEKHG5,ENSMUSG00000039713,Plekhg5
ENSCAFG00845024716,SIGMAR1,ENSMUSG00000036078,Sigmar1
ENSCAFG00845024718,DLD,ENSMUSG00000020664,Dld
ENSCAFG00845024720,ENSCAFG00845024720,ENSMUSG00000063529,Stmnd1
ENSCAFG00845024723,PRKACA,ENSMUSG00000005469,Prkaca
ENSCAFG00845024725,PDCD7,ENSMUSG00000041837,Pdcd7
ENSCAFG00845024727,FTCD,ENSMUSG00000001155,Ftcd
ENSCAFG00845024728,ADAM17,ENSMUSG00000052593,Adam17
ENSCAFG00845024730,ENSCAFG00845024730,ENSMUSG00000069053,Uba1y
ENSCAFG00845024732,DPF2,ENSMUSG00000024826,Dpf2
ENSCAFG00845024733,DDX3X,ENSMUSG00000000787,Ddx3x
ENSCAFG00845024733,DDX3X,ENSMUSG00000039224,D1Pas1
ENSCAFG00845024734,TMEM178A,ENSMUSG00000024245,Tmem178
ENSCAFG00845024735,SSTR5,ENSMUSG00000050824,Sstr5
ENSCAFG00845024737,NPBWR1,ENSMUSG00000033774,Npbwr1
ENSCAFG00845024738,ENSCAFG00845024738,ENSMUSG00000049571,Cfap46
ENSCAFG00845024739,SLC17A3,ENSMUSG00000036083,Slc17a3
ENSCAFG00845024741,LRRC52,ENSMUSG00000040485,Lrrc52
ENSCAFG00845024742,OSTN,ENSMUSG00000052276,Ostn
ENSCAFG00845024743,ESYT3,ENSMUSG00000037681,Esyt3
ENSCAFG00845024744,GFPT1,ENSMUSG00000029992,Gfpt1
ENSCAFG00845024745,VDR,ENSMUSG00000022479,Vdr
ENSCAFG00845024747,ENSCAFG00845024747,ENSMUSG00000020553,Pctp
ENSCAFG00845024748,OAZ3,ENSMUSG00000028141,Oaz3
ENSCAFG00845024750,ACTR1A,ENSMUSG00000025228,Actr1a
ENSCAFG00845024751,PGAP1,ENSMUSG00000073678,Pgap1
ENSCAFG00845024752,TBX3,ENSMUSG00000018604,Tbx3
ENSCAFG00845024753,NHLRC3,ENSMUSG00000042997,Nhlrc3
ENSCAFG00845024754,ENSCAFG00845024754,ENSMUSG00000032698,Lmo2
ENSCAFG00845024757,ENSCAFG00845024757,ENSMUSG00000036646,Man1b1
ENSCAFG00845024758,SMG8,ENSMUSG00000020495,Smg8
ENSCAFG00845024760,CDIN1,ENSMUSG00000040282,Cdin1
ENSCAFG00845024761,ITSN1,ENSMUSG00000022957,Itsn1
ENSCAFG00845024762,GLDC,ENSMUSG00000024827,Gldc
ENSCAFG00845024763,AP4E1,ENSMUSG00000001998,Ap4e1
ENSCAFG00845024764,OPRK1,ENSMUSG00000025905,Oprk1
ENSCAFG00845024766,ENSCAFG00845024766,ENSMUSG00000027248,Pdia3
ENSCAFG00845024767,UGT1A6,ENSMUSG00000089675,Ugt1a8
ENSCAFG00845024767,UGT1A6,ENSMUSG00000090175,Ugt1a9
ENSCAFG00845024767,UGT1A6,ENSMUSG00000090165,Ugt1a10
ENSCAFG00845024771,GALNT13,ENSMUSG00000060988,Galnt13
ENSCAFG00845024773,CFAP298-TCP10L,ENSMUSG00000022972,Cfap298
ENSCAFG00845024775,ENSCAFG00845024775,ENSMUSG00000028675,Pnrc2
ENSCAFG00845024776,ASPN,ENSMUSG00000021388,Aspn
ENSCAFG00845024778,ENSCAFG00845024778,ENSMUSG00000006356,Crip2
ENSCAFG00845024780,RECQL5,ENSMUSG00000020752,Recql5
ENSCAFG00845024782,GFM1,ENSMUSG00000027774,Gfm1
ENSCAFG00845024783,BCL2L14,ENSMUSG00000030200,Bcl2l14
ENSCAFG00845024784,NECAB3,ENSMUSG00000027489,Necab3
ENSCAFG00845024787,ENSCAFG00845024787,ENSMUSG00000021240,Abcd4
ENSCAFG00845024789,UTS2B,ENSMUSG00000056423,Uts2b
ENSCAFG00845024790,SERP1,ENSMUSG00000027808,Serp1
ENSCAFG00845024794,ENSCAFG00845024794,ENSMUSG00000061518,Cox5b
ENSCAFG00845024794,ENSCAFG00845024794,ENSMUSG00000079941,Cox5b-ps
ENSCAFG00845024796,SOX8,ENSMUSG00000024176,Sox8
ENSCAFG00845024797,MYO3B,ENSMUSG00000042064,Myo3b
ENSCAFG00845024798,DDB2,ENSMUSG00000002109,Ddb2
ENSCAFG00845024801,PLD1,ENSMUSG00000027695,Pld1
ENSCAFG00845024802,COMMD6,ENSMUSG00000075486,Commd6
ENSCAFG00845024805,WRAP53,ENSMUSG00000041346,Wrap53
ENSCAFG00845024806,MUC15,ENSMUSG00000050808,Muc15
ENSCAFG00845024808,HPRT1,ENSMUSG00000025630,Hprt
ENSCAFG00845024809,THUMPD2,ENSMUSG00000024246,Thumpd2
ENSCAFG00845024810,CCDC66,ENSMUSG00000046753,Ccdc66
ENSCAFG00845024811,GDPD1,ENSMUSG00000061666,Gdpd1
ENSCAFG00845024813,RBM24,ENSMUSG00000038132,Rbm24
ENSCAFG00845024815,ENSCAFG00845024815,ENSMUSG00000021243,Fcf1
ENSCAFG00845024816,ENSCAFG00845024816,ENSMUSG00000001521,Tulp3
ENSCAFG00845024817,PLD6,ENSMUSG00000043648,Pld6
ENSCAFG00845024820,MYH15,ENSMUSG00000092009,Myh15
ENSCAFG00845024821,ANKEF1,ENSMUSG00000074771,Ankef1
ENSCAFG00845024823,ZFP1,ENSMUSG00000055835,Zfp1
ENSCAFG00845024825,CRKL,ENSMUSG00000006134,Crkl
ENSCAFG00845024826,GALT,ENSMUSG00000036073,Galt
ENSCAFG00845024827,U6,ENSMUSG00002075651,U6
ENSCAFG00845024829,CPXM2,ENSMUSG00000030862,Cpxm2
ENSCAFG00845024830,ENSCAFG00845024830,ENSMUSG00000041119,Pde9a
ENSCAFG00845024833,RXRG,ENSMUSG00000015843,Rxrg
ENSCAFG00845024837,ENSCAFG00845024837,ENSMUSG00000002279,Lmf1
ENSCAFG00845024838,ENSCAFG00845024838,ENSMUSG00000022229,Atp12a
ENSCAFG00845024839,ENSCAFG00845024839,ENSMUSG00000060373,Hnrnpc
ENSCAFG00845024840,ETV6,ENSMUSG00000030199,Etv6
ENSCAFG00845024842,ENSCAFG00845024842,ENSMUSG00000049571,Cfap46
ENSCAFG00845024843,DPP7,ENSMUSG00000026958,Dpp7
ENSCAFG00845024846,SCML2,ENSMUSG00000000037,Scml2
ENSCAFG00845024847,B3GALT2,ENSMUSG00000033849,B3galt2
ENSCAFG00845024849,SPATC1L,ENSMUSG00000009115,Spatc1l
ENSCAFG00845024850,SLC44A2,ENSMUSG00000057193,Slc44a2
ENSCAFG00845024852,MIF,ENSMUSG00000033307,Mif
ENSCAFG00845024853,SLC49A4,ENSMUSG00000022848,Slc49a4
ENSCAFG00845024854,VMA21,ENSMUSG00000073131,Vma21
ENSCAFG00845024855,ENSCAFG00845024855,ENSMUSG00000034424,Gcsh
ENSCAFG00845024856,ENSCAFG00845024856,ENSMUSG00000077515,Gm25878
ENSCAFG00845024859,EIF2A,ENSMUSG00000027810,Eif2a
ENSCAFG00845024860,SLC5A12,ENSMUSG00000041644,Slc5a12
ENSCAFG00845024861,ENSCAFG00845024861,ENSMUSG00000077563,Snora68
ENSCAFG00845024863,IGFBP2,ENSMUSG00000039323,Igfbp2
ENSCAFG00845024864,IRX2,ENSMUSG00000001504,Irx2
ENSCAFG00845024867,RPGR,ENSMUSG00000031174,Rpgr
ENSCAFG00845024868,BPTF,ENSMUSG00000040481,Bptf
ENSCAFG00845024870,ENSCAFG00845024870,ENSMUSG00000038127,Ccdc50
ENSCAFG00845024871,ENSCAFG00845024871,ENSMUSG00000077565,Gm23201
ENSCAFG00845024872,KRT75,ENSMUSG00000022986,Krt75
ENSCAFG00845024875,ENSCAFG00845024875,ENSMUSG00000002279,Lmf1
ENSCAFG00845024876,UBAP1L,ENSMUSG00000086228,Ubap1l
ENSCAFG00845024877,ARHGEF18,ENSMUSG00000004568,Arhgef18
ENSCAFG00845024882,LDHD,ENSMUSG00000031958,Ldhd
ENSCAFG00845024883,CHM,ENSMUSG00000025531,Chm
ENSCAFG00845024884,ENSCAFG00845024884,ENSMUSG00000031924,Cyb5b
ENSCAFG00845024885,OMD,ENSMUSG00000048368,Omd
ENSCAFG00845024886,SNAP29,ENSMUSG00000022765,Snap29
ENSCAFG00845024887,ENSCAFG00845024887,ENSMUSG00000077698,Snord12
ENSCAFG00845024889,PISD,ENSMUSG00000093574,Gm20671
ENSCAFG00845024889,PISD,ENSMUSG00000023452,Pisd
ENSCAFG00845024890,UCHL3,ENSMUSG00000022111,Uchl3
ENSCAFG00845024890,UCHL3,ENSMUSG00000035337,Uchl4
ENSCAFG00845024894,YPEL2,ENSMUSG00000018427,Ypel2
ENSCAFG00845024898,SEPTIN2,ENSMUSG00000026276,Septin2
ENSCAFG00845024898,SEPTIN2,ENSMUSG00000116048,Septin2
ENSCAFG00845024899,LHX9,ENSMUSG00000019230,Lhx9
ENSCAFG00845024900,EFNB3,ENSMUSG00000003934,Efnb3
ENSCAFG00845024902,MTTP,ENSMUSG00000028158,Mttp
ENSCAFG00845024903,RHNO1,ENSMUSG00000048668,Rhno1
ENSCAFG00845024904,TEX49,ENSMUSG00000022993,Tex49
ENSCAFG00845024905,SLC10A6,ENSMUSG00000029321,Slc10a6
ENSCAFG00845024908,SLC17A7,ENSMUSG00000070570,Slc17a7
ENSCAFG00845024910,MYLK,ENSMUSG00000022836,Mylk
ENSCAFG00845024911,ATP6V1H,ENSMUSG00000033793,Atp6v1h
ENSCAFG00845024912,CRIP1,ENSMUSG00000006360,Crip1
ENSCAFG00845024913,KCNC2,ENSMUSG00000035681,Kcnc2
ENSCAFG00845024914,U6,ENSMUSG00000119893,Gm25023
ENSCAFG00845024914,U6,ENSMUSG00000119442,Gm23966
ENSCAFG00845024918,INSL3,ENSMUSG00000031805,Jak3
ENSCAFG00845024919,LSS,ENSMUSG00000033105,Lss
ENSCAFG00845024920,PTRHD1,ENSMUSG00000096199,Ptrhd1
ENSCAFG00845024921,OR51V1B,ENSMUSG00000045780,Olfr624
ENSCAFG00845024921,OR51V1B,ENSMUSG00000045132,Olfr620
ENSCAFG00845024922,KCNB1,ENSMUSG00000050556,Kcnb1
ENSCAFG00845024923,ADGRA1,ENSMUSG00000025475,Adgra1
ENSCAFG00845024924,FBXO3,ENSMUSG00000027180,Fbxo3
ENSCAFG00845024927,INKA1,ENSMUSG00000042106,Inka1
ENSCAFG00845024928,TNFAIP8L3,ENSMUSG00000074345,Tnfaip8l3
ENSCAFG00845024930,OGN,ENSMUSG00000021390,Ogn
ENSCAFG00845024931,AURKAIP1,ENSMUSG00000065990,Aurkaip1
ENSCAFG00845024932,CLPX,ENSMUSG00000015357,Clpx
ENSCAFG00845024934,KCNS2,ENSMUSG00000050963,Kcns2
ENSCAFG00845024936,IGFBP5,ENSMUSG00000026185,Igfbp5
ENSCAFG00845024938,TDRKH,ENSMUSG00000041912,Tdrkh
ENSCAFG00845024941,IRX4,ENSMUSG00000021604,Irx4
ENSCAFG00845024942,TAS2R42,ENSMUSG00000057699,Tas2r131
ENSCAFG00845024944,C32H4orf36,ENSMUSG00000029320,1700016H13Rik
ENSCAFG00845024946,MPRIP,ENSMUSG00000005417,Mprip
ENSCAFG00845024949,PAK5,ENSMUSG00000039913,Pak5
ENSCAFG00845024952,LXN,ENSMUSG00000047557,Lxn
ENSCAFG00845024953,C1RL,ENSMUSG00000038527,C1rl
ENSCAFG00845024954,OR52A18,ENSMUSG00000096516,Olfr628
ENSCAFG00845024954,OR52A18,ENSMUSG00000094822,Olfr243
ENSCAFG00845024956,POLR3D,ENSMUSG00000000776,Polr3d
ENSCAFG00845024961,SMIM10L1,ENSMUSG00000072704,Smim10l1
ENSCAFG00845024962,U6,ENSMUSG00000119208,Gm25327
ENSCAFG00845024963,INPP1,ENSMUSG00000026102,Inpp1
ENSCAFG00845024964,ARHGEF9,ENSMUSG00000025656,Arhgef9
ENSCAFG00845024965,CYP19A1,ENSMUSG00000032274,Cyp19a1
ENSCAFG00845024966,ENSCAFG00845024966,ENSMUSG00000049036,Tmem121
ENSCAFG00845024967,SRPK3,ENSMUSG00000002007,Srpk3
ENSCAFG00845024969,CDC42EP2,ENSMUSG00000045664,Cdc42ep2
ENSCAFG00845024971,ENSCAFG00845024971,ENSMUSG00000076050,Mir450b
ENSCAFG00845024973,DHX40,ENSMUSG00000018425,Dhx40
ENSCAFG00845024974,UBE2Q2,ENSMUSG00000032309,Fbxo22
ENSCAFG00845024975,OR52A5C,ENSMUSG00000096516,Olfr628
ENSCAFG00845024975,OR52A5C,ENSMUSG00000094822,Olfr243
ENSCAFG00845024976,U6,ENSMUSG00000119516,Gm24464
ENSCAFG00845024977,U6,ENSMUSG00000087871,Gm26101
ENSCAFG00845024978,FOXM1,ENSMUSG00000001517,Foxm1
ENSCAFG00845024979,CENPO,ENSMUSG00000020652,Cenpo
ENSCAFG00845024980,UNG,ENSMUSG00000029591,Ung
ENSCAFG00845024981,JADE1,ENSMUSG00000025764,Jade1
ENSCAFG00845024983,FIBIN,ENSMUSG00000074971,Fibin
ENSCAFG00845024984,PASD1,ENSMUSG00000073130,Gm1141
ENSCAFG00845024985,SEMA5B,ENSMUSG00000052133,Sema5b
ENSCAFG00845024986,ENSCAFG00845024986,ENSMUSG00000065486,Mir450-1
ENSCAFG00845024987,HDAC7,ENSMUSG00000022475,Hdac7
ENSCAFG00845024988,CAP2,ENSMUSG00000021373,Cap2
ENSCAFG00845024989,CCNT1,ENSMUSG00000011960,Ccnt1
ENSCAFG00845024993,CCNL2,ENSMUSG00000029068,Ccnl2
ENSCAFG00845024994,ENSCAFG00845024994,ENSMUSG00000036646,Man1b1
